ACN,date,quadrant,precursor_score,if_score,spc_flag,Events | Anomaly,component_fatigue,component_comm_breakdown,component_near_miss,component_procedure_deviation,component_urgency,Aircraft 1 | Flight Phase,topic_label,narrative_preview
1957662,2022-12-01,ORANGE,0.575,0.6119375218860909,1,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,0,1,2,1,2,Climb,23_apu_generator_the_and,"This event occurred on Aircraft X (Day, departed XA13) while en route from ZZZ to ZZZ1. The First Officer (FO) was the pilot flying (PF). While climbing thru FL340 with the Autopilot and autothrottle engaged, we experienced a significant loss of electrical power. The autopilot and autothrottle disco"
2001525,2023-05-01,ORANGE,0.575,0.45313271063448535,1,ATC Issue All Types; Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Flight Deck / Cabin / Aircraft Event Other / Unknown; Inflight Event / Encounter Weather / Turbulence,0,1,2,1,2,Cruise,-1_the_to_and_was,"Upon our descent to ZZZZ we were cleared to point ZZZZZ, established at FL350, and approaching ZZZZZ we were put on radar vectors due heading 290 for preceding traffic. At this time we noticed that this heading was sending us into the direction of convective cell, direct and slightly to the right of"
2013770,2023-06-01,ORANGE,0.575,0.3129594111536682,1,"Conflict Ground Conflict, Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown; Ground Incursion Ramp",0,1,2,1,2,Parked; Taxi,7_brake_the_tug_parking,"We were waiting for our Gate XX which was occupied by a late departing B777. Once they pushed that B777 we moved into position to taxi in. We noticed that the self-park system was saying ""Ground Stop' in red. So we stopped and set the parking brake. We noticed that the crew that pushed the B777 woul"
1568449,2018-08-01,ORANGE,0.55,0.03446941889643984,1,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter Unstabilized Approach,3,1,1,0,1,Final Approach,-1_the_to_and_was,"We were operating to ELP. The first error in this chain of events is when I noticed we were level at 8,000 feet at an indicated airspeed of 280 knots going direct to AGUAS. I pointed out to the Captain that we needed to reduce our airspeed immediately. Shortly thereafter we began our speed reduction"
1572605,2018-08-01,RED,0.55,0.8595971773395787,1,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,0,2,1,2,1,Climb,1_the_to_approach_and,"I was working the DR position and there were multiple IFR practice approaches all day due to the weather being just below VFR minimums most of the day. As far as I can recall, Aircraft X came off IFR asking to be vectored for an instrument approach. I don't recall what approach he was on. I have not"
1580868,2018-09-01,ORANGE,0.55,0.03436733587389795,1,ATC Issue All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,2,1,1,1,0,Final Approach,1_the_to_approach_and,We were high and fast intercepting glide path between 2000 and 1000 (feet) AGL. PF (Pilot Flying) made best efforts to capture glide path and slow the aircraft before required stabilization altitude. Using speed brake and configuration we were able to get on speed but were still above glidepath. At 
1582329,2018-09-01,ORANGE,0.55,0.10699691492738683,1,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,2,1,1,1,0,Takeoff / Launch,10_flaps_flap_we_the,"After nearly a 3 hour sit I was somewhat mentally fatigued. We had set up for a departure out of DCA but were asked if we could depart Runway 33. I had ran the numbers so we knew we could depart Runway 33 so we accepted it. I changed the V speeds, set Runway 33 as the departure runway on the flight "
1579045,2018-09-01,ORANGE,0.55,0.33292084713106096,1,Deviation - Speed All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Weather / Turbulence,1,2,0,2,1,Initial Approach,-1_the_to_and_was,"While being vectored for Runway 16L, DEN Approach gave us direct KIKME. As the Pilot Flying, I slowed the aircraft to 180 knots and called for flaps 2. DEN Approach advised Windshear Alert for 16L with windshear +35 knots. The Pilot Monitoring inquired about 16R and started loading 16R into our box."
1589108,2018-10-01,ORANGE,0.55,0.13218731400561645,1,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy,3,1,1,0,1,Parked,6_maintenance_the_that_and,"About 20 mins prior to departure, the ACARS printed our servicing form (SVC Info Summary, as it always does). It showed our LAVs serviced, potable water taken care of, no animals aboard and DG...yes. Curious, as we had not received the required DG 'preliminary form', we had our CS agent contact Ops "
1690245,2019-10-01,ORANGE,0.55,0.050331892736606765,1,Deviation - Altitude Overshoot; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,0,2,1,3,1,Final Approach,-1_the_to_and_was,We were cleared to descend via an arrival for a visual approach at the airport. We had decided to use the RNP approach as a way to get to a final approach fix and failed to realize it created an inverse video on our approach which caused us to be high. We were extended farther downwind the arrival t
1747322,2020-06-01,ORANGE,0.55,0.06018359283649677,1,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Illness / Injury,0,2,1,2,1,Descent,0_engine_the_and_we,"Upon descent the aircraft pressurization system failed, leading to a loss of cabin pressure.  Until point of malfunction aircraft operated with no observed anomalies or deficiencies. Flight was smooth and routine until shortly after reaching Top of Descent and leaving FL380. Descending from FL380 to"
1754357,2020-07-01,ORANGE,0.55,0.02672808842001806,1,ATC Issue All Types; Deviation / Discrepancy - Procedural Landing Without Clearance,1,0,1,2,2,Landing,-1_the_to_and_was,"On right downwind to land on XXL at ZZZ, Tower offered a tight visual approach to avoid traffic. We accepted the approach and the Captain immediately turned off the autopilot and hand flew the visual approach, intercepting final just inside the final approach fix. We accomplished all checklists and "
1769610,2020-11-01,ORANGE,0.55,0.276808507661941,1,Deviation / Discrepancy - Procedural Clearance; Ground Incursion Runway,0,2,1,2,1,Takeoff / Launch; Taxi,-1_the_to_and_was,"The FO told me upon our initial meeting at the gate that she had been off for the past 7 months, that she flew for the first time 'yesterday' (a ZZZ1 turn), and that this was her second day back after 7 months off. While pre-flighting and briefing on the flight deck, at Gate X, Runway XXL auto-popul"
1894404,2022-04-01,ORANGE,0.55,0.45355357657064843,1,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,0,2,1,1,2,Cruise,-1_the_to_and_was,FL360 N2 Vibe indication and noise. Reduced left engine idle. A couple of belches of smoke from the Gaspers. Shut off left pack. FO (First Officer) started descent. Made PA FA (Flight Attendant) 3 chimed to report noise and smoke. Gave assurance and promised to call back. Donned O2 and requested vec
1898862,2022-05-01,ORANGE,0.55,0.08418395718775107,1,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,0,0,2,2,2,Initial Approach,-1_the_to_and_was,"While operating ZZZ to LGA, we experienced an avionics anomaly that resulted in significant aircraft position error on the ILS to Runway 4.Initially, the FMS was loaded with the ILS 4 with no transition, however, during the arrival, we were given direct the IF (BENNG). With the CA (Captain) as PF (p"
1988358,2023-04-01,ORANGE,0.55,0.278745723668848,1,ATC Issue All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Fuel Issue; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Weather / Turbulence,0,2,1,1,2,Initial Approach,5_turbulence_wake_we_the,"We were descending into ZZZ on a flight from ZZZ1. We knew there would be moderate turbulence in the area and experienced at least occasional moderate on our descent below 16,000 ft. There were clouds in the area that indicated moderate turbulence and passed through a portion of them on our descent "
1570097,2018-08-01,ORANGE,0.525,0.07530007999779231,1,Aircraft Equipment Problem Less Severe; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance,2,0,1,1,1,Descent,-1_the_to_and_was,"I was Pilot Flying. We were assigned to descend via the JFUND2/Runway 04R transition. We had separately confirmed all constraints in the FMC, and I had briefed the arrival. We had left FL270 prior to the first altitude restriction using managed descent. The first constraint was at or above FL240 at "
1570183,2018-08-01,ORANGE,0.525,0.1518227560231712,1,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown,2,0,1,1,1,Cruise,-1_the_to_and_was,Approximately one hour and fifteen minutes before the end of my break I was startled awake from a deep sleep by a loud bang outside/against the crew bunk. One of the flight attendants apologized profusely for 'accidentally dropping a dish which hit the floor and the wall of the bunk.' I asked her wh
1571289,2018-08-01,ORANGE,0.525,0.1075622670493025,1,Deviation / Discrepancy - Procedural Clearance; Ground Incursion Taxiway,4,0,1,1,1,Taxi,-1_the_to_and_was,"In ZZZ we were given the instructions to taxi XX to the intersection of XXR and XX1 for takeoff. While on XX1 at the hold short line for XXR the FO (First Officer) said, 'You are on XX2 not XX1,' I looked up and did see an XX2 location sign out to my left, at this time we were cleared to line up and"
1704541,2019-11-01,ORANGE,0.525,0.23422815908818084,1,Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Weather / Turbulence,2,0,1,0,2,Initial Approach,-1_the_to_and_was,"During night visual approach in clear VMC conditions, adverse tail winds on the base leg pushed the aircraft through the final approach course prescribed for the RNAV GPS Y Runway 21 at CHO.  Due to the proximity of high terrain only 1.5 nm from the approach end of the runway, and due to being above"
1709909,2019-12-01,ORANGE,0.525,0.23118238063011787,1,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,1,0,2,0,3,Climb,0_engine_the_and_we,"This event occurred on the second segment of a First Officer's IOE trip. The flight departed ZZZ on a turn and made a normal takeoff enroute to ZZZ1. Climbing on the SID with the autopilot engaged, ZZZ departure handed us off to Center to continue our climb. Nearly immediately after checking in, bot"
1720974,2020-01-01,ORANGE,0.525,0.36287147520711815,1,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,3,0,1,1,1,Cruise,0_engine_the_and_we,ZZZ to ZZZ1. Leg five of five on day one of a four day trip. I was Pilot Flying and the Captain was Pilot Monitoring. Departing ZZZ during reported windshear. Take off was accomplished bleeds off as per FSM. At acceleration height the Captain accomplished his flow and we continued on course normally
1728287,2020-02-01,ORANGE,0.525,0.525470190094048,1,ATC Issue All Types; Conflict NMAC,1,0,3,1,1,Initial Climb,3_runway_aircraft_traffic_on,"I was cleared for takeoff, Runway 32 at Lake Hood, and instructed to turn right towards the Tudor Overpass for the Tudor Overpass Departure procedure. I cleared my right turn, and continued to clear it as best I could while continuing a right hand turn in a high wing airplane. As I rolled wings leve"
1731838,2020-03-01,ORANGE,0.525,0.24349613347494925,1,Airspace Violation All Types; Deviation / Discrepancy - Procedural Clearance,2,2,0,1,0,Takeoff / Launch,-1_the_to_and_was,"Departure on this flight occurs well before the Control Tower opens. While preflighting, the aircraft received and printed a PDC with a clearance that deviated slightly from our filed plan. We inputted and cross-verified the clearance and the squawk code. This was the first time for both of us opera"
1739920,2020-04-01,ORANGE,0.525,0.2932899885505392,1,Deviation - Altitude Crossing Restriction Not Met; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Weather / Turbulence,2,0,1,1,1,Other missed approach,-1_the_to_and_was,"While en route to ZZZ we received a NOTAM indicating the runway edge lights were INOP for XX/XY.  I discussed my plan with the First Officer to shoot the approach to Runway XX and see how it looks, thinking there were still runway end identifier lights.  I briefed the approach emphasizing terrain be"
1777761,2020-05-01,ORANGE,0.525,0.18123051597520745,1,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown,1,2,1,0,1,Parked,21_to_and_the_that,In ZZZZ loading was taking too long so I stopped our duty day because at our arrival point we would be over our legal XX hours.  I asked the company for hotel rooms for the crew.  The Handler informed us we would need to stay in a government designated hotel and undergo COVID-19 testing or stay on t
1752617,2020-07-01,ORANGE,0.525,0.6608232914537054,1,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue; Inflight Event / Encounter Weather / Turbulence,1,1,0,3,3,Final Approach,-1_the_to_and_was,We were scheduled to fly ORD. There was a SIGMET for TRWs (Thunderstorm) in the Indianapolis area with tops to FL400 moving to the northeast. The Dispatcher who was on IOE (Initial Operating Experience) filed us through the area of weather. Prior to departure I called the Dispatcher to discuss the r
1750118,2020-07-01,ORANGE,0.525,0.016974877410166456,1,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,2,0,1,1,1,Initial Climb,10_flaps_flap_we_the,I was the Captain and flying the aircraft and was going directly to ZZZZZ on the ILS Runway XXR approach.  We were hoping for the ILS YYL approach because we were parking on the west side.  They said we could have XXR and we accepted.  I was probably a little tired and I was fast on speed approachin
1748818,2020-07-01,ORANGE,0.525,0.12222230922656929,1,ATC Issue All Types; Inflight Event / Encounter Weather / Turbulence,1,1,0,2,3,Climb,20_frequency_to_and_the,"Departed ZZZ's XXR on the SID. ZZZ Departure gave us a climb to 15,000 feet, and handed us off to Center. We attempted to check in with no success. Other aircraft on frequency, were also not able to communicate with this frequency. After several minutes of cruising at 15,000 feet another aircraft on"
1756169,2020-08-01,ORANGE,0.525,0.2601031142195761,1,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Altitude Undershoot; Deviation / Discrepancy - Procedural Published Material / Policy,0,1,1,2,2,Descent,-1_the_to_and_was,Diverting around WX (Weather) over ZZZZZ intersection and ATC cleared us to descend from FL380 to FL240. As we approached the WX the Center controller handed us off to the next sector. We checked on descending thru around FL300 and the controller stated he was irritated about everyone stepping on ea
1759362,2020-09-01,ORANGE,0.525,0.027509548553635077,1,Deviation / Discrepancy - Procedural Published Material / Policy,2,0,1,1,1,Takeoff / Launch,10_flaps_flap_we_the,"I have never set flaps incorrectly, or departed, with an incorrect flap setting. This was the First Officer's takeoff. Both he and I departed with the incorrect flap setting today. After flying 4 tough, weather legs between ZZZ and ZZZ1 the day prior, I believe we were both still tired from dealing "
1773317,2020-11-01,ORANGE,0.525,0.458410585561454,1,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,4,0,1,1,1,Final Approach,10_flaps_flap_we_the,"On short final to land Runway XXR we heard a 'too low, flaps' audible warning. As the PM, I saw we were at flaps 25 with a planned flaps 30. I called this out to the First Officer who was the flying pilot as I selected flaps 25 and performed the landing check which we had apparently missed on approa"
1777704,2020-12-01,ORANGE,0.525,0.2446040006387845,1,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Track / Heading All Types,2,0,1,1,1,Other Go Around,3_runway_aircraft_traffic_on,"Aircraft ahead failed to exit landing runway in timely fashion. ATC instructed us to execute a go-around, Runway 34 right. Simultaneous departing traffic on 35 left was offset and behind. We were than instructed to turn right heading of 105. Almost immediately we got a proximity warning. We were the"
1896192,2022-04-01,ORANGE,0.525,0.6045052521662799,1,Conflict NMAC; Deviation / Discrepancy - Procedural Clearance,1,2,1,0,1,Landing,1_the_to_approach_and,"We were conducting an IFR flight from ZZZ1 to ZZZ. This was part of a cross-country Part 141 training flight ZZZ - ZZZ2 - ZZZ1 - ZZZ while working on my Flight Instructor rating. I was in the right seat, with my Flight Instructor in the left seat. I was using a view-limiting device, while my Flight "
1894682,2022-04-01,ORANGE,0.525,0.13779680637573766,1,Conflict NMAC,0,2,3,0,1,Initial Approach,3_runway_aircraft_traffic_on,"A cross-country training flight was being conducted from ZZZ1 to ZZZ. I was the instructor. Approximately 14 miles to the north of ZZZ, we reported the field in sight to ZZZ2 Center and were instructed to squawk VFR and change frequency. The plan was to set up on a 45-degree entry to the left downwi"
1894250,2022-04-01,ORANGE,0.525,0.46357885796381204,1,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,0,1,1,2,2,Descent,0_engine_the_and_we,"While on the arrival into ZZZ, passing through approximately 12,000 feet, we had an EICAS (Engine Indicating and Crew Alerting System) advisory message 'HYD SYS 1 LO QTY' appear after ATC issued a runway change. The captain advised me to run the HYD SYS 1 LO QTY QRH. We noted that our hydraulic quan"
1901910,2022-05-01,ORANGE,0.525,0.19403994560000903,1,No Specific Anomaly Occurred Unwanted Situation,2,0,1,1,1,,21_to_and_the_that,"I'm involuntarily TDY'd to ZZZ, and had been on duty for 2 days at the time of the event. I have been commuting to ZZZ for [8 hour] airport standby (ready Reserve) for 17 days in the last 30 days, and I have been to my home for 2 days the entire month due to TDY. The night of the Date I was unable t"
1909755,2022-05-01,ORANGE,0.525,0.17500159259774184,1,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,0,1,1,2,2,Takeoff / Launch,0_engine_the_and_we,This was my first Take-Off (TO) as Second in Command (SIC) Pilot Flying (PF) for OE (Operating Experience). I set TO power and then took my hands off the thrust levers but [the Check Airmen] motioned for me to keep my hands on the thrust levers saying keep your hands on the thrust levers. A severe v
1900688,2022-05-01,ORANGE,0.525,0.11494939569751905,1,Deviation - Altitude Excursion From Assigned Altitude; Deviation - Speed All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter Unstabilized Approach,0,2,3,0,1,Initial Approach,-1_the_to_and_was,"I was the FO (First Officer)/PM (Pilot Monitoring) for this leg. This was our first leg of the sequence. I had never flown with this CA (Captain) prior to this sequence, but was comfortable and we worked well together. Conditions were Day VMC with Moderate turbulence and tailwinds on final until abo"
1915174,2022-07-01,ORANGE,0.525,0.17495083983663484,1,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,2,0,1,0,2,Parked,4_smell_smoke_the_odor,"Approaching the gate it was clear a serious fume event had/was taking place. Walking down the jet-bridge I almost immediately had a hard time breathing the air. Once I entered the cockpit, it was 100% clear it was fume event. I told the FAs (Flight Attendants) to deplane. Maintenance had NOT written"
1916238,2022-07-01,ORANGE,0.525,0.0022691606942716325,1,"ATC Issue All Types; Conflict Ground Conflict, Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach",1,0,3,1,1,Final Approach; Landing; Initial Approach,-1_the_to_and_was,"During visual approach to XXL, First Officer (FO) was pilot flying (PF) and I was pilot monitoring (PM). Both pilots were unfamiliar with simultaneous visual approach procedures into ZZZ1. We were cleared on the visual following traffic to the parallel. Due to heavy glare and haze, FO was unable to "
2005826,2023-06-01,ORANGE,0.525,0.1326000356591609,1,Conflict NMAC; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,1,2,1,0,1,Initial Climb,3_runway_aircraft_traffic_on,"After picking up my load of jumpers for the day, I announced over CTAF that I was taxiing from the North hangars to Runway XX. While taxiing, I noted the windsock and the weather broadcasting system indicated a direct crosswind out of 090. I knew the wind had been favoring Runway XX through the day "
